-2.1702015,-6.3203726,3.2414151
-2.3148362,-6.1941900,3.4317455
-2.4444495,-6.0442084,3.4799333
-2.5488712,-5.8738467,3.5913507
-2.6313732,-5.6884450,3.7814442
-2.6914059,-5.4992500,3.9777987
-2.7323372,-5.3040071,4.1604961
-2.7543599,-5.1045843,4.3178600
-2.7573588,-4.9062196,4.4408632
-2.7418806,-4.7074226,4.5491874
-2.7085127,-4.5113530,4.6409218
-2.6584044,-4.3187601,4.7377303
-2.5933598,-4.1308564,4.8488357
-2.5154443,-3.9475385,4.9867867
-2.4276523,-3.7694790,5.1632184
-2.3317874,-3.5942105,5.3445086
-2.2315039,-3.4223988,5.5185295
-2.1288339,-3.2518003,5.6859583
-2.0259111,-3.0806732,5.8473709
-1.9264964,-2.9101713,5.8525915
-1.8304625,-2.7346623,5.6417979
-1.7421968,-2.5564199,5.4801257
-1.6639663,-2.3747039,5.3665703
-1.5972438,-2.1869258,5.3039219
-1.5451604,-1.9948395,5.2826400
-1.5096882,-1.7995838,5.2625774
-1.4909693,-1.6020486,5.2424379
-1.4872011,-1.4031034,5.2806083
-1.4961377,-1.2045765,5.3752418
-1.5156537,-1.0069731,5.5092857
-1.5440446,-0.8101612,5.6719120
-1.5798766,-0.6143815,5.8338177
-1.6217096,-0.4208476,5.9901620
-1.6688541,-0.2280217,6.1413786
-1.7206831,-0.0349227,6.2878460
-1.7753555,0.1550954,6.4298970
-1.8327635,0.3449696,6.5678264
-1.8930800,0.5369165,6.7018965
-1.9538190,0.7244316,6.8323422
-2.0162771,0.9143744,6.9593746
-2.0782505,1.1032787,7.0831848
-2.1390725,1.2929324,6.9437722
-2.1974853,1.4835086,6.6962591
-2.2520965,1.6748538,6.4723502
-2.3018267,1.8677103,6.2715616
-2.3454141,2.0621372,6.0854939
-2.3816394,2.2576359,5.9149611
-2.4096062,2.4552892,5.7507037
-2.4281563,2.6534475,5.5922433
-2.4365002,2.8524625,5.4342382
-2.4337962,3.0525782,5.2730130
-2.4196122,3.2487324,5.1133132
-2.3923635,3.4491108,4.9497094
-2.3524260,3.6445440,4.7706142
-2.3000194,3.8337055,4.5781799
-2.2344499,4.0200559,4.3865968
-2.1588610,4.2037372,4.0085788
-2.0723633,4.3826614,3.8027589
-1.9664579,4.5509120,3.7586519
-1.8360352,4.7007490,3.7443771
-1.6825222,4.8269123,3.7300477
-1.5103963,4.9267304,3.7477204
-1.3246187,4.9986086,3.7847780
-1.1300957,5.0415239,3.8270973
-0.9319936,5.0550365,3.7752650
-0.7327745,5.0396573,3.7262731
-0.5385384,5.0022785,3.6307986
-0.3514227,4.9585711,3.6170093
-0.1662127,4.8852248,3.6031673
0.0060579,4.7863681,3.7442115
0.1670853,4.6676594,3.9404476
0.3171368,4.5319915,4.1408620
0.4508867,4.3871548,4.3257302
0.5735081,4.2296258,4.4939192
0.6831601,4.0622849,4.6425955
0.7784972,3.8884359,4.7723054
0.8611229,3.7064404,4.8939019
0.9298762,3.5202458,5.0059298
0.9860256,3.3290337,5.1218092
1.0298706,3.1350142,5.2422192
1.0625507,2.9385582,5.3750777
1.0851976,2.7409504,5.5241596
1.0992870,2.5420755,5.6913811
1.1062912,2.3438123,5.8526038
1.1079225,2.1438254,6.0083198
1.1058689,1.9453271,6.1589554
1.1017747,1.7460807,6.3048835
1.0970584,1.5472142,6.4464321
1.0926256,1.3491428,6.5838916
1.0888243,1.1496042,6.7175209
1.0858904,0.9511196,6.8475520
1.0838883,0.7522758,6.9741934
1.0828565,0.5531660,7.0976340
1.0827892,0.3546077,7.2180450
1.0836463,0.1555840,7.3355824
1.0853628,-0.0433980,7.4503892
1.0878525,-0.2420447,7.5625961
1.0910326,-0.4410169,7.6723238
1.0947992,-0.6398873,7.7796835
1.0989852,-0.8386166,7.8847780
1.1032472,-1.0374839,7.9877029
1.1068966,-1.2361678,8.0885469
1.1091166,-1.4350483,8.1873928
1.1090633,-1.6339231,8.2843177
1.1059703,-1.8319995,8.3793939
1.0989810,-2.0310127,8.3105791
1.0876979,-2.2290652,8.1753316
1.0722397,-2.4269490,8.0229858
1.0524172,-2.6265835,7.8614610
1.0286122,-2.8227638,7.7011756
0.9999686,-3.0206002,7.5424952
0.9667027,-3.2163243,7.3859856
0.9281600,-3.4119445,7.2311921
0.8842561,-3.6060654,7.0778647
0.8345611,-3.7990494,6.9243187
0.7789557,-3.9900562,6.7712820
0.7168527,-4.1797864,6.6157582
0.6487219,-4.3658711,6.4606847
0.5729251,-4.5515282,6.3018186
0.4909251,-4.7321526,6.1422665
0.4009308,-4.9106641,5.9806078
0.3032438,-5.0851276,5.8179105
0.1998352,-5.2514273,5.6584107
0.0846289,-5.4177869,5.4947146
-0.0376867,-5.5760246,5.3226561
-0.1666328,-5.7260786,5.1359961
-0.3008680,-5.8704427,4.8731649
-0.4381801,-6.0127787,4.4468536
-0.5794279,-6.1519263,4.0969714
-0.7284897,-6.2828944,3.8502124
-0.8897711,-6.3990286,3.6378506
-1.0642710,-6.4936352,3.4995051
-1.2512689,-6.5596864,3.4171914
-1.4481857,-6.5912647,3.3352291
-1.6483476,-6.5841797,3.2728247
-1.8423608,-6.5352894,3.2603950
-2.0206844,-6.4434553,3.2479178
-2.1702015,-6.3203726,3.2414151
-2.2063297,-6.3513079,3.2879951
-2.3479155,-6.2203890,3.5838540
-2.4776246,-6.0701643,3.7168100
-2.5847316,-5.8992405,3.7844185
-2.6698759,-5.7134447,3.9237104
-2.7314862,-5.5264155,4.0794518
-2.7747419,-5.3298333,4.2354505
-2.7982412,-5.1309275,4.3676891
-2.8022128,-4.9311856,4.4717634
-2.7868407,-4.7317875,4.5584292
-2.7525831,-4.5351692,4.6261780
-2.7005830,-4.3424652,4.7047564
-2.6325445,-4.1548138,4.7967707
-2.5507928,-3.9725681,4.9217755
-2.4581995,-3.7959014,5.0860921
-2.3570688,-3.6230287,5.2712429
-2.2511656,-3.4543281,5.4487586
-2.1418174,-3.2861633,5.6193728
-2.0326260,-3.1188246,5.7837060
-1.9261626,-2.9511287,5.7741668
-1.8231044,-2.7788428,5.5499939
-1.7279443,-2.6040488,5.3760351
-1.6423606,-2.4245717,5.2472462
-1.5682246,-2.2384595,5.1655992
-1.5090611,-2.0481334,5.1260202
-1.4667257,-1.8537584,5.1064847
-1.4419516,-1.6557537,5.0868741
-1.4333796,-1.4563444,5.1230151
-1.4387360,-1.2570858,5.2121638
-1.4558232,-1.0584178,5.3425432
-1.4828425,-0.8605631,5.5022212
-1.5181157,-0.6647028,5.6708315
-1.5604945,-0.4701663,5.8333336
-1.6091266,-0.2762103,5.9902337
-1.6627854,-0.0839196,6.1419702
-1.7202139,0.1058596,6.2889255
-1.7814929,0.2966226,6.4314358
-1.8450614,0.4858472,6.5697985
-1.9105923,0.6739510,6.7042783
-1.9782239,0.8636950,6.8351122
-2.0452043,1.0504462,6.9625132
-2.1120713,1.2394243,6.9954244
-2.1765614,1.4281429,6.7383392
-2.2378751,1.6185202,6.5083706
-2.2944330,1.8100647,6.3036436
-2.3450742,2.0035269,6.1179591
-2.3883938,2.1982225,5.9510519
-2.4234962,2.3955390,5.7925735
-2.4489797,2.5928396,5.6451471
-2.4642740,2.7932315,5.4964454
-2.4682918,2.9928522,5.3479769
-2.4604434,3.1922672,5.1963836
-2.4398101,3.3927830,5.0411000
-2.4066621,3.5880161,4.8743489
-2.3600401,3.7820055,4.6946896
-2.2996762,3.9737220,4.5068647
-2.2297632,4.1585784,4.2043944
-2.1499653,4.3393189,3.9685660
-2.0529758,4.5132776,3.8905109
-1.9323806,4.6723405,3.8756839
-1.7879255,4.8103556,3.8608001
-1.6234323,4.9240337,3.8606938
-1.4435532,5.0113570,3.8807007
-1.2527292,5.0710020,3.9083709
-1.0550921,5.1021353,3.9354831
-0.8547627,5.1043676,3.9605955
-0.6571581,5.0792204,3.9544604
-0.4663098,5.0361293,3.8128981
-0.2764262,4.9799579,3.7983670
-0.0948319,4.8957546,3.7837800
0.0721880,4.7903566,3.9168679
0.2283482,4.6662360,4.0842278
0.3735270,4.5255529,4.2568130
0.5035089,4.3743409,4.4155513
0.6200480,4.2123697,4.5577992
0.7235638,4.0396849,4.6855540
0.8115321,3.8616849,4.7959204
0.8860827,3.6758287,4.9043441
0.9464424,3.4856925,5.0093771
0.9936086,3.2915432,5.1212688
1.0284008,3.0948495,5.2443942
1.0520517,2.8964584,5.3828763
1.0660189,2.6974189,5.5436329
1.0719622,2.4973401,5.7107137
1.0716113,2.2978335,5.8718159
1.0668014,2.0977557,6.0274280
1.0594493,1.8981190,6.1779738
1.0512988,1.6992299,6.3238237
1.0437156,1.4991778,6.4653039
1.0374760,1.3004516,6.6027033
1.0327446,1.1005698,6.7362797
1.0295850,0.9010013,6.8662638
1.0279324,0.7019960,6.9928633
1.0276734,0.5019379,7.1162664
1.0286742,0.3024116,7.2366435
1.0307626,0.1031432,7.3541503
1.0337634,-0.0967322,7.4689290
1.0374627,-0.2962344,7.5811102
1.0416538,-0.4955963,7.6908141
1.0461228,-0.6952809,7.7981515
1.0505781,-0.8947366,7.9032251
1.0545899,-1.0942926,8.0061302
1.0575566,-1.2936856,8.1069553
1.0588312,-1.4930738,8.2057829
1.0578099,-1.6930335,8.3026902
1.0539494,-1.8917029,8.3977491
1.0466392,-2.0905931,8.3694897
1.0355723,-2.2911756,8.2041616
1.0211260,-2.4888011,8.0260220
1.0027809,-2.6886351,7.8495979
0.9805847,-2.8866977,7.6777733
0.9539958,-3.0847681,7.5104631
0.9226665,-3.2823288,7.3483123
0.8863148,-3.4785730,7.1895161
0.8444102,-3.6741570,7.0351334
0.7967146,-3.8681754,6.8812037
0.7428889,-4.0604734,6.7294012
0.6824288,-4.2513001,6.5763403
0.6152864,-4.4395285,6.4229500
0.5411235,-4.6249790,6.2684951
0.4591699,-4.8082795,6.1118640
0.3710793,-4.9849891,5.9571590
0.2726410,-5.1620906,5.7983650
0.1672924,-5.3319743,5.6349637
0.0554369,-5.4938665,5.4673589
-0.0670555,-5.6532585,5.2905669
-0.1959750,-5.8057357,5.0800154
-0.3280507,-5.9535773,4.7056649
-0.4636726,-6.0991125,4.3222901
-0.6055244,-6.2392170,4.0296843
-0.7574984,-6.3678671,3.8227761
-0.9224544,-6.4789076,3.6461966
-1.1013560,-6.5669892,3.5082401
-1.2930028,-6.6257125,3.4297058
-1.4910127,-6.6489966,3.3541624
-1.6909168,-6.6337381,3.3046336
-1.8834698,-6.5770767,3.2920394
-2.0589165,-6.4789773,3.2793969
-2.2063297,-6.3513079,3.2879951
